recordID,survivorShip,gender,productType,issueDate,matDate,birthDate,currentDate,baseFee,riderFee,rollUpRate,gbAmt,gmwbBalance,wbWithdrawalRate,withdrawal,FundValue1,FundValue2,FundValue3,FundValue4,FundValue5,FundValue6,FundValue7,FundValue8,FundValue9,FundValue10,FundNum1,FundNum2,FundNum3,FundNum4,FundNum5,FundNum6,FundNum7,FundNum8,FundNum9,FundNum10,FundFee1,FundFee2,FundFee3,FundFee4,FundFee5,FundFee6,FundFee7,FundFee8,FundFee9,FundFee10
161322,1,M,DBMB,1/09/2008,1/09/2037,1/11/1964,1/06/2014,0.02,0.0075,0,340156.3792,0,0,0,0,0,0,108214.8092,0,0,159219.0581,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161323,1,M,DBMB,1/06/2007,1/06/2036,1/07/1965,1/06/2014,0.02,0.0075,0,445494.2623,0,0,0,95446.50094,0,49541.61479,0,91097.20776,0,0,0,0,79067.23561,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161324,1,M,DBMB,1/04/2000,1/04/2016,1/11/1959,1/06/2014,0.02,0.0075,0,433520.7764,0,0,0,0,0,0,0,0,131566.2797,87424.90207,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161325,1,M,DBMB,1/12/2009,1/12/2036,1/06/1956,1/06/2014,0.02,0.0075,0,376193.7328,0,0,0,60933.0946,59325.68754,0,31128.7082,38843.20651,60447.8923,47526.52244,44104.70609,42705.83502,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161326,1,M,DBMB,1/03/2012,1/03/2034,1/11/1972,1/06/2014,0.02,0.0075,0,471162.6702,0,0,0,266795.0041,0,0,0,0,0,0,216231.0925,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161327,1,M,DBMB,1/03/2011,1/03/2035,1/11/1971,1/06/2014,0.02,0.0075,0,196017.8299,0,0,0,29634.98993,26211.36401,0,18367.45944,21749.81934,28263.93698,24808.09302,0,22250.5062,23234.9056,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161328,1,F,DBMB,1/11/2003,1/11/2030,1/01/1966,1/06/2014,0.02,0.0075,0,361085.2855,0,0,0,166249.5986,0,0,0,137556.4228,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161329,1,F,DBMB,1/06/2010,1/06/2031,1/08/1971,1/06/2014,0.02,0.0075,0,327371.4859,0,0,0,0,0,64626.83829,44998.0461,56481.39867,0,0,66763.97051,0,68971.61858,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161330,1,F,DBMB,1/02/2011,1/02/2031,1/04/1963,1/06/2014,0.02,0.0075,0,73948.56927,0,0,0,9897.523534,8959.174078,6698.129042,6116.46244,7287.079097,9528.18803,8167.307499,7836.984938,7335.267749,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161331,1,F,DBMB,1/01/2010,1/01/2039,1/03/1956,1/06/2014,0.02,0.0075,0,474839.5163,0,0,0,122819.1091,0,0,0,75241.16948,0,96310.98322,0,86790.30299,88629.96014,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161332,1,F,DBMB,1/06/2008,1/06/2025,1/10/1958,1/06/2014,0.02,0.0075,0,385300.5563,0,0,0,59060.63436,0,31121.26455,34270.55831,45151.42081,58836.84015,43160.74021,0,0,45593.52561,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161333,1,M,DBMB,1/11/2010,1/11/2028,1/04/1964,1/06/2014,0.02,0.0075,0,400454.1557,0,0,0,0,0,0,142349.3317,0,0,222228.9935,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161334,1,M,DBMB,1/04/2000,1/04/2015,1/03/1960,1/06/2014,0.02,0.0075,0,105831.1018,0,0,0,0,0,0,0,0,0,42684.33816,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161335,1,M,DBMB,1/11/2002,1/11/2019,1/08/1970,1/06/2014,0.02,0.0075,0,534638.1517,0,0,0,47365.92147,50244.14451,29754.3102,17656.30477,35931.097,48962.4537,37916.02402,29903.39739,35386.00931,35688.38191,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161336,1,M,DBMB,1/06/2010,1/06/2037,1/01/1962,1/06/2014,0.02,0.0075,0,362286.5401,0,0,0,83930.98394,0,55864.72503,38897.20646,0,0,68716.21582,57712.10465,62152.49201,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161337,1,M,DBMB,1/09/2010,1/09/2033,1/09/1977,1/06/2014,0.02,0.0075,0,335643.1646,0,0,0,72696.09095,68219.97444,0,36814.83399,46519.02155,71021.48292,0,0,52549.09749,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161338,1,F,DBMB,1/07/2012,1/07/2036,1/04/1973,1/06/2014,0.02,0.0075,0,350694.7276,0,0,0,52299.40832,53269.82317,47071.17226,0,0,52732.68545,49681.30135,41781.12802,48943.45315,44337.09184,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161339,1,F,DBMB,1/08/2008,1/08/2034,1/03/1961,1/06/2014,0.02,0.0075,0,59177.74466,0,0,0,7082.114712,0,4064.622147,4130.286659,5386.475544,6876.075606,5398.857838,5541.415953,4722.66379,5487.937289,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161340,1,F,DBMB,1/02/2006,1/02/2030,1/10/1953,1/06/2014,0.02,0.0075,0,344288.5215,0,0,0,76164.31926,0,0,0,0,72599.26053,0,59319.12398,47894.30815,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161341,1,M,DBMB,1/07/2007,1/07/2030,1/07/1974,1/06/2014,0.02,0.0075,0,436947.6516,0,0,0,43110.80727,41642.54552,22065.27328,28860.21247,39577.18095,0,31072.23447,36259.27107,27008.6193,35363.05768,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161342,1,F,DBMB,1/05/2001,1/05/2026,1/08/1978,1/06/2014,0.02,0.0075,0,248734.3657,0,0,0,0,0,0,0,36758.04955,35808.42122,26372.25169,0,24818.06339,29528.66003,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161343,1,M,DBMB,1/11/2001,1/11/2018,1/10/1963,1/06/2014,0.02,0.0075,0,139722.0386,0,0,0,0,58498.98859,0,0,0,55592.49601,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161344,1,F,DBMB,1/05/2001,1/05/2025,1/08/1972,1/06/2014,0.02,0.0075,0,438216.475,0,0,0,37126.42538,41695.95749,0,19175.00929,40474.86275,39429.21216,29038.89844,27878.08998,0,32514.46899,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161345,1,M,DBMB,1/06/2000,1/06/2018,1/02/1979,1/06/2014,0.02,0.0075,0,436063.7371,0,0,0,24686.80849,30153.28582,12972.09075,15394.45183,33630.99594,27148.99476,18129.35448,20472.70632,17064.2029,23390.62781,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161346,1,F,DBMB,1/07/2004,1/07/2022,1/03/1971,1/06/2014,0.02,0.0075,0,134978.0261,0,0,0,12260.88024,11742.3329,7394.763269,5701.397797,10322.56021,12148.29852,9609.960269,8615.989399,8619.217487,9533.181472,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161347,1,F,DBMB,1/06/2009,1/06/2029,1/11/1965,1/06/2014,0.02,0.0075,0,112954.2075,0,0,0,73382.89203,0,0,0,0,0,0,0,0,49775.91989,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161348,1,M,DBMB,1/06/2001,1/06/2023,1/07/1957,1/06/2014,0.02,0.0075,0,448010.6266,0,0,0,0,0,0,81010.06529,0,0,0,0,117913.1996,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161349,1,F,DBMB,1/10/2004,1/10/2027,1/01/1959,1/06/2014,0.02,0.0075,0,470591.6855,0,0,0,0,181557.519,0,0,0,0,0,0,133366.3325,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161350,1,M,DBMB,1/02/2001,1/02/2030,1/06/1978,1/06/2014,0.02,0.0075,0,278904.0555,0,0,0,0,0,0,0,0,0,0,0,134396.087,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161351,1,M,DBMB,1/11/2008,1/11/2026,1/12/1972,1/06/2014,0.02,0.0075,0,65272.11211,0,0,0,0,0,0,12356.62947,0,30097.01711,0,0,21865.37029,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161352,1,M,DBMB,1/10/2007,1/10/2035,1/06/1975,1/06/2014,0.02,0.0075,0,104774.5688,0,0,0,29392.33162,0,0,20704.8089,0,0,0,25356.00218,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161353,1,M,DBMB,1/09/2010,1/09/2030,1/12/1977,1/06/2014,0.02,0.0075,0,332469.2814,0,0,0,196965.0683,0,0,0,0,0,158386.0971,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161354,1,M,DBMB,1/02/2013,1/02/2038,1/10/1969,1/06/2014,0.02,0.0075,0,58156.38793,0,0,0,0,0,27654.81123,0,0,31527.6,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161355,1,M,DBMB,1/07/2003,1/07/2023,1/05/1952,1/06/2014,0.02,0.0075,0,331995.8619,0,0,0,0,0,0,0,0,0,0,219661.4915,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161356,1,M,DBMB,1/07/2012,1/07/2033,1/12/1962,1/06/2014,0.02,0.0075,0,91344.5662,0,0,0,0,0,17111.99268,12077.17437,0,19170.14776,18060.86452,15188.87936,17792.63128,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161357,1,F,DBMB,1/07/2007,1/07/2024,1/05/1972,1/06/2014,0.02,0.0075,0,316494.2626,0,0,0,0,90488.82644,0,0,0,0,0,78791.02598,0,76843.56345,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161358,1,F,DBMB,1/02/2008,1/02/2032,1/03/1966,1/06/2014,0.02,0.0075,0,245085.6279,0,0,0,0,61565.50926,31254.47302,35625.5837,0,61421.2844,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161359,1,M,DBMB,1/03/2005,1/03/2029,1/12/1975,1/06/2014,0.02,0.0075,0,171705.0361,0,0,0,0,0,26991.16937,0,0,0,36222.89651,35195.03187,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161360,1,F,DBMB,1/09/2006,1/09/2024,1/06/1953,1/06/2014,0.02,0.0075,0,62672.6403,0,0,0,6712.122387,6239.386789,3615.406217,4053.501966,0,6558.516624,4964.488093,0,4311.036307,5389.914382,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161361,1,M,DBMB,1/09/2012,1/09/2037,1/12/1968,1/06/2014,0.02,0.0075,0,424919.514,0,0,0,114295.8959,114720.6196,102930.282,0,0,114565.5624,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161362,1,M,DBMB,1/09/2003,1/09/2023,1/07/1959,1/06/2014,0.02,0.0075,0,354829.5015,0,0,0,43842.69088,42056.13487,26990.29951,17601.68893,34337.11223,0,34724.78332,0,31306.14148,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161363,1,F,DBMB,1/04/2004,1/04/2029,1/02/1976,1/06/2014,0.02,0.0075,0,246682.943,0,0,0,27037.38703,25475.48792,0,12554.24403,23079.46242,0,20995.43588,18991.63554,18672.80814,20938.84044,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161364,1,F,DBMB,1/09/2011,1/09/2031,1/10/1971,1/06/2014,0.02,0.0075,0,104283.4622,0,0,0,18321.39277,18328.58231,0,9383.92559,0,18348.11581,15911.19566,13181.61271,15033.81727,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161365,1,F,DBMB,1/03/2008,1/03/2030,1/03/1957,1/06/2014,0.02,0.0075,0,432644.1856,0,0,0,432963.2986,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161366,1,M,DBMB,1/10/2012,1/10/2041,1/11/1957,1/06/2014,0.02,0.0075,0,168832.084,0,0,0,0,28391.57535,24741.40182,18642.79736,21150.27705,28274.55241,0,22961.38745,25830.32551,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161367,1,F,DBMB,1/01/2009,1/01/2034,1/04/1971,1/06/2014,0.02,0.0075,0,550760.8464,0,0,0,0,367276.8334,0,0,178502.7531,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161368,1,M,DBMB,1/04/2005,1/04/2020,1/09/1973,1/06/2014,0.02,0.0075,0,554718.9735,0,0,0,50692.40994,49390.88494,28951.85002,0,43319.06018,50541.25302,38653.72386,36867.96325,34467.13392,39728.20059,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161369,1,M,DBMB,1/05/2013,1/05/2030,1/11/1958,1/06/2014,0.02,0.0075,0,138730.5127,0,0,0,30582.26822,0,0,24314.70341,26137.24227,30386.64367,0,27309.65516,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161370,1,M,DBMB,1/08/2001,1/08/2016,1/01/1967,1/06/2014,0.02,0.0075,0,73339.61948,0,0,0,6348.639995,6860.986577,0,2907.193457,6151.500667,6634.393518,4954.777187,4484.533088,4603.334768,5251.079928,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161371,1,M,DBMB,1/10/2009,1/10/2025,1/11/1975,1/06/2014,0.02,0.0075,0,380539.4783,0,0,0,51692.13687,51762.52469,29698.25449,24374.97948,30749.59636,51885.49766,39358.9333,35958.86483,35329.70757,36584.60771,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161372,1,F,DBMB,1/10/2012,1/10/2031,1/12/1976,1/06/2014,0.02,0.0075,0,441352.4213,0,0,0,469122.8632,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161373,1,F,DBMB,1/01/2005,1/01/2026,1/05/1976,1/06/2014,0.02,0.0075,0,349614.0339,0,0,0,0,0,0,40431.09797,71011.46842,78257.49097,0,58711.33711,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161374,1,F,DBMB,1/04/2005,1/04/2033,1/08/1955,1/06/2014,0.02,0.0075,0,533655.4717,0,0,0,55452.6687,54028.9243,31670.56664,0,47386.92628,55287.31742,42283.49265,40330.04061,0,43458.86786,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161375,1,M,DBMB,1/03/2001,1/03/2029,1/11/1976,1/06/2014,0.02,0.0075,0,210172.5656,0,0,0,0,0,0,0,156152.294,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161376,1,M,DBMB,1/09/2008,1/09/2035,1/01/1969,1/06/2014,0.02,0.0075,0,463661.8954,0,0,0,91820.26558,0,56348.05707,0,63273.06791,88838.93449,72343.01122,0,0,69258.94531,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161377,1,M,DBMB,1/08/2003,1/08/2021,1/01/1959,1/06/2014,0.02,0.0075,0,142026.4177,0,0,0,0,0,0,0,0,0,0,0,43111.16309,44814.30631,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161378,1,F,DBMB,1/02/2010,1/02/2025,1/12/1961,1/06/2014,0.02,0.0075,0,395719.9098,0,0,0,50535.94239,48683.99776,32063.54251,25545.4563,31774.78827,49920.01074,40421.3872,36372.906,36570.90723,37078.25532,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161379,1,M,DBMB,1/09/2009,1/09/2026,1/07/1970,1/06/2014,0.02,0.0075,0,527098.3782,0,0,0,287093.7942,0,0,0,0,282187.2126,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161380,1,F,DBMB,1/04/2005,1/04/2022,1/03/1955,1/06/2014,0.02,0.0075,0,272991.8432,0,0,0,34363.09171,0,0,17140.83387,29364.88598,0,26202.37348,24991.85191,23364.39095,26930.73385,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161381,1,F,DBMB,1/12/2002,1/12/2020,1/11/1961,1/06/2014,0.02,0.0075,0,228719.2988,0,0,0,0,101501.9839,0,0,0,0,0,0,0,69819.43343,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161382,1,M,DBMB,1/02/2008,1/02/2029,1/08/1952,1/06/2014,0.02,0.0075,0,193647.2141,0,0,0,0,0,0,0,0,0,138666.0327,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161383,1,F,DBMB,1/08/2007,1/08/2025,1/12/1975,1/06/2014,0.02,0.0075,0,190398.1422,0,0,0,0,32133.08014,17731.35178,22556.22378,0,0,0,28250.80938,21437.68566,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161384,1,M,DBMB,1/04/2013,1/04/2028,1/08/1968,1/06/2014,0.02,0.0075,0,74442.20718,0,0,0,0,20353.7799,0,0,17116.37048,20396.08557,0,0,0,18220.80723,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161385,1,M,DBMB,1/02/2007,1/02/2024,1/06/1957,1/06/2014,0.02,0.0075,0,224994.9348,0,0,0,0,19896.516,11360.74084,14028.42405,20155.42296,21258.51603,15929.10109,18069.69384,13604.41149,17675.32529,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161386,1,M,DBMB,1/09/2000,1/09/2018,1/12/1970,1/06/2014,0.02,0.0075,0,301583.2825,0,0,0,24921.46991,0,14238.4175,0,32790.09518,0,19075.53862,20375.94937,18177.64751,23626.41699,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161387,1,M,DBMB,1/04/2001,1/04/2018,1/04/1970,1/06/2014,0.02,0.0075,0,285834.2348,0,0,0,0,44294.88934,0,19951.90402,0,41495.97301,0,29081.15361,0,33766.95978,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161388,1,F,DBMB,1/11/2007,1/11/2025,1/05/1954,1/06/2014,0.02,0.0075,0,248317.8369,0,0,0,0,43933.28671,22331.60444,0,0,44126.98839,31519.98138,0,0,36063.41897,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161389,1,F,DBMB,1/04/2008,1/04/2024,1/02/1959,1/06/2014,0.02,0.0075,0,193307.7953,0,0,0,23153.2013,23496.79939,12069.94964,14363.00876,19301.40881,23417.54426,16829.6205,0,0,18549.26679,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161390,1,M,DBMB,1/09/2004,1/09/2030,1/06/1959,1/06/2014,0.02,0.0075,0,222446.2136,0,0,0,0,0,30253.44867,23670.87381,42811.07285,49663.47757,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161391,1,M,DBMB,1/06/2001,1/06/2016,1/09/1960,1/06/2014,0.02,0.0075,0,65948.78907,0,0,0,15761.45815,16748.45999,0,7949.983611,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161392,1,F,DBMB,1/02/2010,1/02/2029,1/03/1978,1/06/2014,0.02,0.0075,0,100065.247,0,0,0,20670.27559,19912.79083,13114.67104,0,0,0,16533.20732,0,14958.2791,15165.79526,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161393,1,M,DBMB,1/07/2011,1/07/2032,1/09/1958,1/06/2014,0.02,0.0075,0,239711.7153,0,0,0,51593.87877,0,35934.1515,0,36602.42388,0,43180.18739,40053.78625,0,40134.13987,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161394,1,M,DBMB,1/04/2008,1/04/2034,1/06/1955,1/06/2014,0.02,0.0075,0,490018.4885,0,0,0,0,0,0,0,0,0,0,0,0,376166.255,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161395,1,M,DBMB,1/12/2003,1/12/2030,1/11/1968,1/06/2014,0.02,0.0075,0,565481.8312,0,0,0,0,0,257219.4187,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161396,1,F,DBMB,1/08/2008,1/08/2024,1/04/1952,1/06/2014,0.02,0.0075,0,451016.3654,0,0,0,48577.96946,44559.8486,27880.24461,28330.65367,36947.16269,47164.69648,37032.0959,38009.93713,32393.91435,37643.1138,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161397,1,M,DBMB,1/02/2006,1/02/2030,1/12/1950,1/06/2014,0.02,0.0075,0,75392.42048,0,0,0,0,0,0,0,0,21286.30736,0,17392.53398,14042.74585,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161398,1,F,DBMB,1/09/2011,1/09/2028,1/05/1977,1/06/2014,0.02,0.0075,0,443655.2175,0,0,0,125756.409,0,94366.40686,64410.4299,77786.31922,0,0,90477.4162,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161399,1,M,DBMB,1/01/2005,1/01/2032,1/12/1967,1/06/2014,0.02,0.0075,0,345261.597,0,0,0,74698.91556,0,42471.24079,0,0,0,0,54574.55017,49745.13477,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161400,1,M,DBMB,1/01/2000,1/01/2018,1/05/1964,1/06/2014,0.02,0.0075,0,349975.5166,0,0,0,0,0,0,0,0,0,0,0,133261.1528,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161401,1,F,DBMB,1/10/2000,1/10/2017,1/12/1964,1/06/2014,0.02,0.0075,0,377630.4319,0,0,0,27523.3407,34610.10092,0,16624.69954,35768.05163,30612.62796,0,22443.26644,20668.53128,26344.0016,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
161402,1,M,DBMB,1/09/2006,1/09/2024,1/05/1962,1/06/2014,0.02,0.0075,0,480330.7098,0,0,0,41585.2346,38656.38145,22399.40022,25113.64073,37349.2101,40633.56367,30757.69333,33249.91126,26709.2055,33393.43967,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
